receptor_id,candidate_pocket_id,ligand_id,pose_support_count,best_affinity_kcal,mean_affinity_kcal,n_seeds_completed,docking_mode,contact_residues,n_contact_residues,relationship_class,overall_druggability_tier,druggability_confidence,docking_priority,state_class,n_states_matched,pocket_status,diversity_verdict,coverage_fraction,normalized_entropy,ligand_support_strength,total_poses_in_pocket,fraction_of_receptor_poses
EGFR_160-185,EGFR_160-185_PKT19,173940,5,-8.35,-7.82,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT23,173940,10,-7.22,-6.70,1,focused,,0,rim_candidate,tier_3,low,secondary,state_robust_pocket,3,open,well_distributed,1.000,0.982,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT27,173940,5,-7.36,-7.01,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT29,173940,5,-6.65,-6.63,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT30,173940,5,-8.30,-7.83,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT34,173940,10,-7.27,-6.52,1,focused,,0,rim_candidate,tier_3,low,secondary,uncertain_alignment,2,open,well_distributed,1.000,0.982,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT37,173940,5,-8.25,-7.90,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT38,173940,5,-7.25,-6.81,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT39,173940,5,-6.26,-6.05,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT40,173940,5,-6.93,-6.39,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT43,173940,5,-7.19,-6.77,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.982,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT01,97806,5,-6.22,-6.10,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT02,97806,10,-6.30,-6.06,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT03,97806,5,-6.30,-6.16,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT04,97806,5,-6.29,-6.16,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT05,97806,5,-6.30,-6.15,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT07,97806,10,-6.39,-6.06,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT09,97806,10,-5.84,-5.66,1,focused,,0,rim_candidate,tier_3,low,secondary,uncertain_alignment,2,open,well_distributed,1.000,0.980,moderate,10,0.063
EGFR_160-185,EGFR_160-185_PKT11,97806,5,-5.09,-4.86,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,moderate,5,0.032
EGFR_160-185,EGFR_160-185_PKT12,97806,10,-7.01,-6.41,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT13,97806,4,-7.11,-6.63,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,moderate,4,0.025
EGFR_160-185,EGFR_160-185_PKT14,97806,5,-6.10,-5.88,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT15,97806,10,-6.29,-6.05,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT16,97806,10,-6.68,-6.24,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT19,97806,5,-7.32,-6.99,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT23,97806,10,-6.28,-6.00,1,focused,,0,rim_candidate,tier_3,low,secondary,state_robust_pocket,3,open,well_distributed,1.000,0.980,strong,10,0.063
EGFR_160-185,EGFR_160-185_PKT27,97806,5,-7.12,-6.65,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT29,97806,5,-6.09,-5.89,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT30,97806,5,-7.31,-7.00,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT34,97806,10,-5.75,-5.43,1,focused,,0,rim_candidate,tier_3,low,secondary,uncertain_alignment,2,open,well_distributed,1.000,0.980,moderate,10,0.063
EGFR_160-185,EGFR_160-185_PKT37,97806,5,-7.32,-6.94,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT38,97806,5,-7.06,-6.67,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT39,97806,5,-6.24,-6.12,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT40,97806,4,-6.02,-5.94,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.980,moderate,4,0.025
EGFR_160-185,EGFR_160-185_PKT43,97806,5,-6.27,-6.21,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.980,strong,5,0.032
EGFR_160-185,EGFR_160-185_PKT01,VAX-C12_0,5,-8.85,-8.06,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT02,VAX-C12_0,10,-8.85,-7.95,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT03,VAX-C12_0,5,-8.89,-8.11,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT04,VAX-C12_0,5,-7.56,-7.12,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT05,VAX-C12_0,5,-8.86,-7.97,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT07,VAX-C12_0,10,-7.10,-6.64,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT09,VAX-C12_0,10,-6.24,-5.73,1,focused,,0,rim_candidate,tier_3,low,secondary,uncertain_alignment,2,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT11,VAX-C12_0,5,-5.71,-5.34,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,moderate,5,0.031
EGFR_160-185,EGFR_160-185_PKT12,VAX-C12_0,10,-7.02,-6.43,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT13,VAX-C12_0,5,-8.87,-8.18,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT14,VAX-C12_0,5,-7.46,-7.26,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT15,VAX-C12_0,10,-8.87,-7.84,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT16,VAX-C12_0,10,-6.99,-6.08,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT19,VAX-C12_0,5,-8.78,-7.92,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT23,VAX-C12_0,10,-7.72,-7.01,1,focused,,0,rim_candidate,tier_3,low,secondary,state_robust_pocket,3,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT27,VAX-C12_0,5,-8.85,-8.09,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT29,VAX-C12_0,5,-7.66,-7.38,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT30,VAX-C12_0,5,-8.87,-8.00,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT34,VAX-C12_0,10,-6.80,-6.32,1,focused,,0,rim_candidate,tier_3,low,secondary,uncertain_alignment,2,open,well_distributed,1.000,0.981,strong,10,0.062
EGFR_160-185,EGFR_160-185_PKT37,VAX-C12_0,5,-8.84,-8.01,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT38,VAX-C12_0,5,-8.16,-7.21,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT39,VAX-C12_0,5,-6.76,-6.55,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT40,VAX-C12_0,5,-6.80,-6.66,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_160-185,EGFR_160-185_PKT43,VAX-C12_0,5,-7.78,-7.35,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.981,strong,5,0.031
EGFR_170-200,EGFR_170-200_PKT01,173940,5,-7.60,-7.49,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT04,173940,1,-4.31,-4.31,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,weak,1,0.006
EGFR_170-200,EGFR_170-200_PKT05,173940,5,-6.75,-6.65,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT06,173940,10,-6.97,-6.87,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,10,0.065
EGFR_170-200,EGFR_170-200_PKT10,173940,10,-6.78,-6.53,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,10,0.065
EGFR_170-200,EGFR_170-200_PKT12,173940,9,-6.78,-6.20,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,9,0.058
EGFR_170-200,EGFR_170-200_PKT13,173940,5,-7.37,-7.22,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT15,173940,5,-7.58,-7.46,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT17,173940,10,-6.64,-6.21,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,10,0.065
EGFR_170-200,EGFR_170-200_PKT25,173940,5,-6.69,-6.53,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT26,173940,5,-5.75,-5.63,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.819,moderate,5,0.032
EGFR_170-200,EGFR_170-200_PKT28,173940,10,-5.19,-5.08,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.819,moderate,10,0.065
EGFR_170-200,EGFR_170-200_PKT31,173940,5,-7.54,-7.46,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT33,173940,5,-6.79,-6.63,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT34,173940,60,-7.68,-7.32,3,focused,,0,allosteric_candidate,tier_1,high,primary,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,60,0.387
EGFR_170-200,EGFR_170-200_PKT36,173940,5,-6.76,-6.63,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.819,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT01,97806,5,-6.59,-6.34,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT04,97806,1,-5.38,-5.38,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,weak,1,0.006
EGFR_170-200,EGFR_170-200_PKT05,97806,5,-6.52,-6.33,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT06,97806,10,-6.63,-6.37,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,10,0.065
EGFR_170-200,EGFR_170-200_PKT10,97806,10,-6.54,-6.26,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,10,0.065
EGFR_170-200,EGFR_170-200_PKT12,97806,10,-6.01,-5.53,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,10,0.065
EGFR_170-200,EGFR_170-200_PKT13,97806,5,-6.27,-6.17,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.823,strong,5,0.032
