pocket_id,receptor_id,ligand_id,A1_ppi_interface,A2_druggability,A3_perturbation_relevance,A4_state_robustness,hotspot_overlap_fraction,mean_hotspot_confidence,n_robust_hotspots,n_method_agreement_both,overall_druggability_tier,druggability_confidence,best_proposal_score,relationship_class,hotspot_overlap_count,ligand_support_strength,pose_support_count,state_class,n_states_matched,diversity_verdict,coverage_fraction,phase1_loaded,phase2_loaded,phase3_loaded
3GT8_raw_PKT20,3GT8_raw,173940,0.3062,0.0965,0.6444,0.5333,0.133,1.706,14,0,tier_3,low,-0.1450,rim_candidate,2,strong,10,state_specific_pocket,1,well_distributed,1.000,True,True,True
3GT8_raw_PKT22,3GT8_raw,173940,0.253,0.0242,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.3860,allosteric_candidate,0,strong,5,uncertain_alignment,2,well_distributed,1.000,True,True,True
3GT8_raw_PKT01,3GT8_raw,97806,0.2798,0.1568,0.6297,0.65,0.067,1.706,14,0,tier_3,low,0.0560,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT02,3GT8_raw,97806,0.2798,0.1508,0.6297,0.65,0.067,1.706,14,0,tier_3,low,0.0360,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT03,3GT8_raw,97806,0.253,0.149,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0300,allosteric_candidate,0,strong,5,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT05,3GT8_raw,97806,0.3062,0.1346,0.6444,0.65,0.133,1.706,14,0,tier_3,low,-0.0180,rim_candidate,2,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT07,3GT8_raw,97806,0.2798,0.6835,0.6297,0.65,0.067,1.706,14,0,tier_1,high,-0.0550,rim_candidate,1,strong,60,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT08,3GT8_raw,97806,0.3062,0.1229,0.5644,0.5667,0.133,1.706,14,0,tier_3,low,-0.0570,rim_candidate,2,moderate,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
3GT8_raw_PKT10,3GT8_raw,97806,0.253,0.3987,0.525,0.65,0.000,1.706,14,0,tier_2,medium,-0.0710,allosteric_candidate,0,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT11,3GT8_raw,97806,0.3062,0.1184,0.6444,0.65,0.133,1.706,14,0,tier_3,low,-0.0720,rim_candidate,2,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT14,3GT8_raw,97806,0.2798,0.1151,0.6297,0.65,0.067,1.706,14,0,tier_3,low,-0.0830,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT16,3GT8_raw,97806,0.253,0.1136,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0880,allosteric_candidate,0,strong,5,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT20,3GT8_raw,97806,0.3062,0.0965,0.5644,0.5333,0.133,1.706,14,0,tier_3,low,-0.1450,rim_candidate,2,moderate,10,state_specific_pocket,1,well_distributed,1.000,True,True,True
3GT8_raw_PKT22,3GT8_raw,97806,0.253,0.0242,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.3860,allosteric_candidate,0,strong,5,uncertain_alignment,2,well_distributed,1.000,True,True,True
3GT8_raw_PKT01,3GT8_raw,VAX-C12_0,0.2798,0.1568,0.6297,0.65,0.067,1.706,14,0,tier_3,low,0.0560,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT02,3GT8_raw,VAX-C12_0,0.2798,0.1508,0.6297,0.65,0.067,1.706,14,0,tier_3,low,0.0360,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT03,3GT8_raw,VAX-C12_0,0.253,0.149,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0300,allosteric_candidate,0,strong,5,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT05,3GT8_raw,VAX-C12_0,0.3062,0.1346,0.6444,0.65,0.133,1.706,14,0,tier_3,low,-0.0180,rim_candidate,2,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT07,3GT8_raw,VAX-C12_0,0.2798,0.6835,0.6297,0.65,0.067,1.706,14,0,tier_1,high,-0.0550,rim_candidate,1,strong,60,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT08,3GT8_raw,VAX-C12_0,0.3062,0.1229,0.5644,0.5667,0.133,1.706,14,0,tier_3,low,-0.0570,rim_candidate,2,moderate,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
3GT8_raw_PKT10,3GT8_raw,VAX-C12_0,0.253,0.3987,0.525,0.65,0.000,1.706,14,0,tier_2,medium,-0.0710,allosteric_candidate,0,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT11,3GT8_raw,VAX-C12_0,0.3062,0.1184,0.6444,0.65,0.133,1.706,14,0,tier_3,low,-0.0720,rim_candidate,2,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT14,3GT8_raw,VAX-C12_0,0.2798,0.1151,0.6297,0.65,0.067,1.706,14,0,tier_3,low,-0.0830,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT16,3GT8_raw,VAX-C12_0,0.253,0.1136,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0880,allosteric_candidate,0,strong,5,state_robust_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT20,3GT8_raw,VAX-C12_0,0.3062,0.0965,0.6444,0.5333,0.133,1.706,14,0,tier_3,low,-0.1450,rim_candidate,2,strong,10,state_specific_pocket,1,well_distributed,1.000,True,True,True
3GT8_raw_PKT22,3GT8_raw,VAX-C12_0,0.253,0.0242,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.3860,allosteric_candidate,0,strong,5,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT01,EGFR_160-185,173940,0.253,0.2045,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.2150,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT02,EGFR_160-185,173940,0.3102,0.1952,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.1840,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT03,EGFR_160-185,173940,0.253,0.1802,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.1340,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT04,EGFR_160-185,173940,0.253,0.1673,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0910,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT05,EGFR_160-185,173940,0.253,0.161,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0700,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT07,EGFR_160-185,173940,0.2814,0.1532,0.6197,0.65,0.071,1.706,14,0,tier_3,low,0.0440,rim_candidate,1,strong,9,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT09,EGFR_160-185,173940,0.2814,0.1514,0.6297,0.5667,0.071,1.706,14,0,tier_3,low,0.0380,rim_candidate,1,strong,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT11,EGFR_160-185,173940,0.253,0.1439,0.395,0.65,0.000,1.706,14,0,tier_3,low,0.0130,allosteric_candidate,0,moderate,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT12,EGFR_160-185,173940,0.2814,0.1433,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0110,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT13,EGFR_160-185,173940,0.253,0.1421,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0070,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT14,EGFR_160-185,173940,0.253,0.1412,0.475,0.5667,0.000,1.706,14,0,tier_3,low,0.0040,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT15,EGFR_160-185,173940,0.2814,0.1412,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0040,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT16,EGFR_160-185,173940,0.3102,0.1409,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.0030,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT19,EGFR_160-185,173940,0.253,0.1352,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0160,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT23,EGFR_160-185,173940,0.2814,0.1289,0.6297,0.65,0.071,1.706,14,0,tier_3,low,-0.0370,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT27,EGFR_160-185,173940,0.253,0.1208,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0640,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT29,EGFR_160-185,173940,0.253,0.1166,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0780,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT30,EGFR_160-185,173940,0.253,0.1139,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0870,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT34,EGFR_160-185,173940,0.2814,0.1058,0.6297,0.5667,0.071,1.706,14,0,tier_3,low,-0.1140,rim_candidate,1,strong,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT37,EGFR_160-185,173940,0.253,0.1043,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1190,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT38,EGFR_160-185,173940,0.253,0.1037,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1210,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT39,EGFR_160-185,173940,0.253,0.1037,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1210,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT40,EGFR_160-185,173940,0.253,0.0938,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1540,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT43,EGFR_160-185,173940,0.253,0.0878,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1740,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT01,EGFR_160-185,97806,0.253,0.2045,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.2150,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT02,EGFR_160-185,97806,0.3102,0.1952,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.1840,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT03,EGFR_160-185,97806,0.253,0.1802,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.1340,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT04,EGFR_160-185,97806,0.253,0.1673,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0910,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT05,EGFR_160-185,97806,0.253,0.161,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0700,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT07,EGFR_160-185,97806,0.2814,0.1532,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0440,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT09,EGFR_160-185,97806,0.2814,0.1514,0.5497,0.5667,0.071,1.706,14,0,tier_3,low,0.0380,rim_candidate,1,moderate,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT11,EGFR_160-185,97806,0.253,0.1439,0.395,0.65,0.000,1.706,14,0,tier_3,low,0.0130,allosteric_candidate,0,moderate,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT12,EGFR_160-185,97806,0.2814,0.1433,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0110,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT13,EGFR_160-185,97806,0.253,0.1421,0.385,0.65,0.000,1.706,14,0,tier_3,low,0.0070,allosteric_candidate,0,moderate,4,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT14,EGFR_160-185,97806,0.253,0.1412,0.475,0.5667,0.000,1.706,14,0,tier_3,low,0.0040,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT15,EGFR_160-185,97806,0.2814,0.1412,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0040,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT16,EGFR_160-185,97806,0.3102,0.1409,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.0030,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT19,EGFR_160-185,97806,0.253,0.1352,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0160,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT23,EGFR_160-185,97806,0.2814,0.1289,0.6297,0.65,0.071,1.706,14,0,tier_3,low,-0.0370,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT27,EGFR_160-185,97806,0.253,0.1208,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0640,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT29,EGFR_160-185,97806,0.253,0.1166,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0780,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT30,EGFR_160-185,97806,0.253,0.1139,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0870,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT34,EGFR_160-185,97806,0.2814,0.1058,0.5497,0.5667,0.071,1.706,14,0,tier_3,low,-0.1140,rim_candidate,1,moderate,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT37,EGFR_160-185,97806,0.253,0.1043,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1190,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT38,EGFR_160-185,97806,0.253,0.1037,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1210,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT39,EGFR_160-185,97806,0.253,0.1037,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1210,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT40,EGFR_160-185,97806,0.253,0.0938,0.385,0.5667,0.000,1.706,14,0,tier_3,low,-0.1540,allosteric_candidate,0,moderate,4,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT43,EGFR_160-185,97806,0.253,0.0878,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1740,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT01,EGFR_160-185,VAX-C12_0,0.253,0.2045,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.2150,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT02,EGFR_160-185,VAX-C12_0,0.3102,0.1952,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.1840,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT03,EGFR_160-185,VAX-C12_0,0.253,0.1802,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.1340,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT04,EGFR_160-185,VAX-C12_0,0.253,0.1673,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0910,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT05,EGFR_160-185,VAX-C12_0,0.253,0.161,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0700,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT07,EGFR_160-185,VAX-C12_0,0.2814,0.1532,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0440,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT09,EGFR_160-185,VAX-C12_0,0.2814,0.1514,0.6297,0.5667,0.071,1.706,14,0,tier_3,low,0.0380,rim_candidate,1,strong,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT11,EGFR_160-185,VAX-C12_0,0.253,0.1439,0.395,0.65,0.000,1.706,14,0,tier_3,low,0.0130,allosteric_candidate,0,moderate,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT12,EGFR_160-185,VAX-C12_0,0.2814,0.1433,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0110,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT13,EGFR_160-185,VAX-C12_0,0.253,0.1421,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0070,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT14,EGFR_160-185,VAX-C12_0,0.253,0.1412,0.475,0.5667,0.000,1.706,14,0,tier_3,low,0.0040,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT15,EGFR_160-185,VAX-C12_0,0.2814,0.1412,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0040,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT16,EGFR_160-185,VAX-C12_0,0.3102,0.1409,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.0030,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT19,EGFR_160-185,VAX-C12_0,0.253,0.1352,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0160,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT23,EGFR_160-185,VAX-C12_0,0.2814,0.1289,0.6297,0.65,0.071,1.706,14,0,tier_3,low,-0.0370,rim_candidate,1,strong,10,state_robust_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT27,EGFR_160-185,VAX-C12_0,0.253,0.1208,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0640,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT29,EGFR_160-185,VAX-C12_0,0.253,0.1166,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0780,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT30,EGFR_160-185,VAX-C12_0,0.253,0.1139,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0870,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT34,EGFR_160-185,VAX-C12_0,0.2814,0.1058,0.6297,0.5667,0.071,1.706,14,0,tier_3,low,-0.1140,rim_candidate,1,strong,10,uncertain_alignment,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT37,EGFR_160-185,VAX-C12_0,0.253,0.1043,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1190,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT38,EGFR_160-185,VAX-C12_0,0.253,0.1037,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1210,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_160-185_PKT39,EGFR_160-185,VAX-C12_0,0.253,0.1037,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1210,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT40,EGFR_160-185,VAX-C12_0,0.253,0.0938,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1540,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_160-185_PKT43,EGFR_160-185,VAX-C12_0,0.253,0.0878,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1740,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT01,EGFR_170-200,173940,0.253,0.2183,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.2610,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT04,EGFR_170-200,173940,0.253,0.1607,0.295,0.65,0.000,1.706,14,0,tier_3,low,0.0690,allosteric_candidate,0,weak,1,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT05,EGFR_170-200,173940,0.253,0.1565,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0550,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT06,EGFR_170-200,173940,0.3102,0.1526,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.0420,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT10,EGFR_170-200,173940,0.2814,0.1418,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0060,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT12,EGFR_170-200,173940,0.2814,0.1391,0.6197,0.65,0.071,1.706,14,0,tier_3,low,-0.0030,rim_candidate,1,strong,9,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT13,EGFR_170-200,173940,0.253,0.1391,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0030,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT15,EGFR_170-200,173940,0.253,0.1343,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0190,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT17,EGFR_170-200,173940,0.3386,0.1328,0.6591,0.65,0.214,1.706,14,0,tier_3,low,-0.0240,rim_candidate,3,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT25,EGFR_170-200,173940,0.253,0.1163,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0790,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT26,EGFR_170-200,173940,0.253,0.1163,0.395,0.5667,0.000,1.706,14,0,tier_3,low,-0.0790,allosteric_candidate,0,moderate,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT28,EGFR_170-200,173940,0.3102,0.1145,0.5644,0.65,0.143,1.706,14,0,tier_3,low,-0.0850,rim_candidate,2,moderate,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
