receptor_id,pocket_id,relationship_class,best_proposal_score,best_druggability_score,normalized_proposal_score,normalized_druggability_score,druggability_confidence,n_sources,sources,multi_source_support,mean_volume_A3,n_residues,ftmap_hotspot_count,ftmap_overlap_residues,hotspot_support_available,overall_druggability_tier
EGFR_170-200,EGFR_170-200_PKT15,allosteric_candidate,-0.0190,0.0020,0.5189,0.0011,low,1,fpocket,false,348.0,22,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT16,low_relevance_candidate,-0.0230,0.0030,0.5120,0.0021,low,1,fpocket,false,280.9,10,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT17,rim_candidate,-0.0240,0.0040,0.5103,0.0032,low,1,fpocket,false,238.3,15,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT18,low_relevance_candidate,-0.0350,0.0010,0.4914,0.0000,low,1,fpocket,false,314.9,9,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT19,low_relevance_candidate,-0.0460,,0.4725,,low,1,fpocket,false,269.0,7,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT20,low_relevance_candidate,-0.0610,,0.4467,,low,1,fpocket,false,219.2,6,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT21,low_relevance_candidate,-0.0630,0.0010,0.4433,0.0000,low,1,fpocket,false,258.8,8,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT22,low_relevance_candidate,-0.0640,0.0020,0.4416,0.0011,low,1,fpocket,false,193.9,5,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT23,low_relevance_candidate,-0.0640,0.0430,0.4416,0.0449,low,1,fpocket,false,261.8,7,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT24,low_relevance_candidate,-0.0660,,0.4381,,low,1,fpocket,false,232.5,3,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT25,allosteric_candidate,-0.0790,,0.4158,,low,1,fpocket,false,288.6,11,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT26,allosteric_candidate,-0.0790,,0.4158,,low,1,fpocket,false,243.2,6,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT27,low_relevance_candidate,-0.0830,,0.4089,,low,1,fpocket,false,331.3,9,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT28,rim_candidate,-0.0850,,0.4055,,low,1,fpocket,false,347.6,7,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT29,low_relevance_candidate,-0.0950,0.0040,0.3883,0.0032,low,1,fpocket,false,447.1,11,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT30,low_relevance_candidate,-0.1260,,0.3351,,low,1,fpocket,false,267.4,5,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT31,allosteric_candidate,-0.1320,0.0030,0.3247,0.0021,low,1,fpocket,false,884.0,30,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT32,low_relevance_candidate,-0.1570,0.0540,0.2818,0.0567,low,1,fpocket,false,468.7,12,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT33,allosteric_candidate,-0.1680,,0.2629,,low,1,fpocket,false,478.9,14,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT34,allosteric_candidate,-0.1840,0.9360,0.2354,1.0000,high,1,fpocket,false,1938.4,62,,,false,tier_1
EGFR_170-200,EGFR_170-200_PKT35,low_relevance_candidate,-0.2790,0.0010,0.0722,0.0000,low,1,fpocket,false,365.3,7,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT36,allosteric_candidate,-0.3200,,0.0017,,low,1,fpocket,false,657.2,14,,,false,tier_3
EGFR_170-200,EGFR_170-200_PKT37,low_relevance_candidate,-0.3210,,0.0000,,low,1,fpocket,false,466.6,8,,,false,tier_3
